id,timestamp,description,command,exit_code,output
1,2025-03-08 02:34:17,1,"python3 train.py --target=steer --model_name=MLSTM_HEmbEgo_XEmbTraj --scheduler=multistep --lstm_bidirectional --include_speed_profile --lstm_hidden_size=512 --lstm_num_layers=3 --data-root=/home/ailab/AILabDataset/02_Custom_Dataset/35_e2e_morai/controller_imitator/controller_imitator_data_multi_valid_v0215/*.bag,/home/ailab/AILabDataset/02_Custom_Dataset/35_e2e_morai/controller_imitator/controller_imitator_data_multi_valid_n0215/*.noised_bag,/home/ailab/AILabDataset/02_Custom_Dataset/35_e2e_morai/controller_imitator/controller_imitator_data_multi_valid_v0216/*.bag,/home/ailab/AILabDataset/02_Custom_Dataset/35_e2e_morai/controller_imitator/controller_imitator_data_multi_valid_v0216/*.noised_bag --valid_set_noised --use_weighted_loss --pretrained_path --lr=0.0001 --batch_size=4096 --suffix=Test",,
